produto,codigo,categoria,tipo_produto,preco_desconto,perc_desconto,avaliacao,qtd_avaliacoes,valor_total_vendas
"Ptron Tangentbeat In-Ear Bluetooth 5.0 Wireless Headphones With Mic, Enhanced Bass, 10Mm Drivers, Clear Calls, Snug-Fit, Fast Charging, Magnetic Buds, Voice Assistant E Ipx4 Wireless Neckband (Black)",B08D77XZX5,Electronics,Fone,35.94,76.0,3.9,58162.0,2090342.2799999998
"Redmi 10A (Charcoal Black, 4Gb Ram, 64Gb Storage) | 2 Ghz Octa Core Helio G25 | 5000 Mah Battery | Finger Print Sensor | Upto 5Gb Ram With Ram Booster",B09XB8GFBQ,Electronics,Outros,539.9399999999999,25.0,4.0,12796.0,6909072.239999999
"Ptron Bullet Pro 36W Pd Quick Charger, 3 Port Fast Car Charger Adapter - Compatible With All Smartphones E Tablets (Black)",B07WG8PDCW,Electronics,Celular,20.939999999999998,73.0,4.0,14282.0,299065.07999999996
Boat Bassheads 100 In Ear Wired Earphones With Mic(Taffy Pink),B07GPXXNNG,Electronics,Fone,20.939999999999998,65.0,4.1,363713.0,7616150.219999999
"Sandisk Ultra® Microsdxc™ Uhs-I Card, 128Gb, 140Mb/S R, 10 Y Warranty, For Smartphones",B0BDYVC5TD,Electronics,Celular,57.54,47.0,4.4,67259.0,3870082.86
"Samsung Galaxy M04 Light Green, 4Gb Ram, 64Gb Storage | Upto 8Gb Ram With Ram Plus | Mediatek Helio P35 | 5000 Mah Battery",B0BMGB2TPR,Electronics,Outros,569.9399999999999,21.0,4.2,284.0,161862.96
"Mi 10000Mah Lithium Ion, Lithium Polymer Power Bank Pocket Pro With 22.5 Watt Fast Charging, Dual Input Ports(Micro-USB And Type C), Triple Output Ports, (Black)",B08MC57J31,Electronics,Carregador,89.94,40.0,4.3,15970.0,1436341.8
"Mi 10000Mah Li-Polymer, Micro-USB And Type C Input Port, Power Bank 3I With 18W Fast Charging (Midnight Black)",B08HVL8QN3,Electronics,Carregador,68.94,48.0,4.3,178912.0,12334193.28
"Elv Car Mount Adjustable Car Phone Holder Universal Long Arm, Windshield For Smartphones - Black",B0746JGVDS,Electronics,Celular,20.939999999999998,65.0,3.9,46399.0,971595.0599999999
Samsung 25W USB Travel Adapter For Cellular Phones - White,B08VFF6JQ8,Electronics,Celular,73.14,28.0,4.4,8891.0,650287.74
"Noise Colorfit Pulse Grand Smart Watch With 1.69""(4.29Cm) Hd Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring E Ip68 Waterproof (Jet Black)",B09NVPSCQT,Electronics,Outros,95.94,60.0,4.0,30254.0,2902568.76
"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 E 60 Sports Modes With Ip68, Sp02 Tracking, Over 100 Cloud Based Watch Faces - Black",B09YV4RG4D,Electronics,Outros,89.94,81.0,4.2,22636.0,2035881.8399999999
"Samsung Galaxy M33 5G (Mystique Green, 8Gb, 128Gb Storage) | 6000Mah Battery | Upto 16Gb Ram With Ram Plus | Travel Adapter To Be Purchased Separately",B09TWHTBKQ,Electronics,Rede,1109.94,29.0,4.1,22318.0,24771640.92
"Sandisk Ultra Microsd Uhs-I Card 32Gb, 120Mb/S R",B08L5HMJVW,Electronics,Outros,22.14,47.0,4.4,67259.0,1489114.26
"Samsung Galaxy M13 (Aqua Green, 6Gb, 128Gb Storage) | 6000Mah Battery | Upto 12Gb Ram With Ram Plus",B0B4F2XCK3,Electronics,Outros,779.9399999999999,28.0,4.1,18998.0,14817300.12
"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch With Bluetooth Calling, Ai Voice Assistance, 100 Sports Modes Ip67 Rating, 240*280 Pixel High Resolution",B0BF54972T,Electronics,Outros,107.94,91.0,4.2,13937.0,1504359.78
"Fire-Boltt India'S No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch With Dual Button, Hands On Voice Assistance, 60 Sports Modes, In Built Mic E Speaker With Ip68 Rating",B09YV4MW2T,Electronics,Caixa De Som,131.94,78.0,4.2,29471.0,3888403.7399999998
"Samsung Galaxy M33 5G (Emerald Brown, 6Gb, 128Gb Storage) | 6000Mah Battery | Upto 12Gb Ram With Ram Plus | Travel Adapter To Be Purchased Separately",B09TWH8YHM,Electronics,Rede,1019.9399999999999,32.0,4.1,22318.0,22763020.919999998
"Iqoo Vivo Z6 5G (Chromatic Blue, 6Gb Ram, 128Gb Storage) | Snapdragon 695-6Nm Processor | 120Hz Fhd+ Display | 5000Mah Battery",B07WGMMQGP,Electronics,Outros,989.9399999999999,21.0,4.0,21350.0,21135219.0
"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch With Bluetooth Calling, Ai Voice Assistance, 100 Sports Modes Ip67 Rating, 240*280 Pixel High Resolution",B0BF563HB4,Electronics,Outros,107.94,91.0,4.2,13937.0,1504359.78
"Wayona Nylon Braided USB To Lightning Fast Charging And Data Sync Cable Compatible For iPhone 13, 12,11, X, 8, 7, 6, 5, Ipad Air, Pro, Mini (3 Ft Pack Of 1, Grey)",B07JW9H4J1,Computers e Accessories,Cabo,23.939999999999998,64.0,4.2,24270.0,581023.7999999999
"Redmi 9 Activ (Carbon Black, 4Gb Ram, 64Gb Storage) | Octa-Core Helio G35 | 5000 Mah Battery",B09GFPVD9Y,Electronics,Outros,509.94,23.0,4.1,313836.0,160037529.84
"Redmi 9A Sport (Coral Green, 2Gb Ram, 32Gb Storage) | 2Ghz Octa-Core Helio G25 Processor | 5000 Mah Battery",B09GFLXVH9,Electronics,Outros,389.94,24.0,4.1,313836.0,122377209.84
"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch With Bluetooth Calling, Ai Voice Assistance, 100 Sports Modes Ip67 Rating, 240*280 Pixel High Resolution",B0BF4YBLPX,Electronics,Outros,107.94,91.0,4.2,13937.0,1504359.78
"Redmi 10A (Sea Blue, 4Gb Ram, 64Gb Storage) | 2 Ghz Octa Core Helio G25 | 5000 Mah Battery | Finger Print Sensor | Upto 5Gb Ram With Ram Booster",B09XB7DPW1,Electronics,Outros,539.9399999999999,25.0,4.0,12796.0,6909072.239999999
Agaro Blaze USB 3.0 To USB Type C Otg Adapter,B07PFJ5W31,Electronics,Rede,8.34,72.0,4.3,14185.0,118302.9
"Fire-Boltt Visionary 1.78"" Amoled Bluetooth Calling Smartwatch With 368*448 Pixel Resolution 100+ Sports Mode, Tws Connection, Voice Assistance, Spo2 E Heart Rate Monitoring",B0B3N7LR6K,Electronics,Outros,239.94,76.0,4.3,17159.0,4117130.46
"Noise Colorfit Pro 4 Advanced Bluetooth Calling Smart Watch With 1.72"" Truview Display, Fully-Functional Digital Crown, 311 Ppi, 60Hz Refresh Rate, 500 Nits Brightness (Charcoal Black)",B09ZQK9X8G,Electronics,Outros,179.88,50.0,4.1,5179.0,931598.52
"Ambrane Unbreakable 60W / 3A Fast Charging 1.5M Braided Type C Cable For Smartphones, Tablets, Laptops E Other Type C Devices, Pd Technology, 480Mbps Data Sync, Quick Charge 3.0 (Rct15A, Black)",B098NS6PVG,Computers e Accessories,Cabo,11.94,43.0,4.0,43993.0,525276.4199999999
"Iqoo Z6 Lite 5G By Vivo (Stellar Green, 6Gb Ram, 128Gb Storage) | World'S First Snapdragon 4 Gen 1 | 120Hz Refresh Rate | 5000Mah Battery | Travel Adapter To Be Purchased Separately",B07WJV6P1R,Electronics,Rede,929.9399999999999,18.0,4.1,19252.0,17903204.88
"Sounce Fast Phone Charging Cable E Data Sync USB Cable Compatible For iPhone 13, 12,11, X, 8, 7, 6, 5, Ipad Air, Pro, Mini E Ios Devices",B096MSW6CT,Computers e Accessories,Cabo,11.94,80.0,3.9,7928.0,94660.31999999999
"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch With Bluetooth Calling, Ai Voice Assistance, 100 Sports Modes Ip67 Rating, 240*280 Pixel High Resolution",B0BF54LXW6,Electronics,Outros,107.94,91.0,4.2,13937.0,1504359.78
"Redmi 10A (Slate Grey, 4Gb Ram, 64Gb Storage) | 2 Ghz Octa Core Helio G25 | 5000 Mah Battery | Finger Print Sensor | Upto 5Gb Ram With Ram Booster",B09XB7SRQ5,Electronics,Outros,539.9399999999999,25.0,4.0,12796.0,6909072.239999999
"Duracell 38W Fast Car Charger Adapter With Dual Output. Quick Charge, Type C Pd 20W E Qualcomm Certified 3.0 Compatible For iPhone, All Smartphones, Tablets E More (Copper E Black)",B09FFK1PQG,Electronics,Celular,52.379999999999995,49.0,4.4,1680.0,87998.4
"Realme Narzo 50 (Speed Blue, 4Gb Ram+64Gb Storage) Helio G96 Processor | 50Mp Ai Triple Camera | 120Hz Ultra Smooth Display",B09RMQYHLH,Electronics,Outros,779.9399999999999,19.0,4.2,13246.0,10331085.239999998
"Wecool Bluetooth Extendable Selfie Sticks With Wireless Remote And Tripod Stand, 3-In-1 Multifunctional Selfie Stick With Tripod Stand Compatible With iPhone/Oneplus/Samsung/Oppo/Vivo And All Phones",B08ZN4B121,Electronics,Celular,32.339999999999996,66.0,3.8,14648.0,473716.31999999995
"Fire-Boltt Phoenix Smart Watch With Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 Px High Res With Spo2, Heart Rate Monitoring E Ip67 Rating",B0B3RSDSZ3,Electronics,Outros,119.94,80.0,4.3,27696.0,3321858.2399999998
"Oppo A74 5G (Fantastic Purple,6Gb Ram,128Gb Storage) With No Cost Emi/Additional Exchange Offers",B08VB34KJ1,Electronics,Outros,929.4,26.0,4.2,32916.0,30592130.4
"Redmi Note 11 Pro + 5G (Stealth Black, 6Gb Ram, 128Gb Storage) | 67W Turbo Charge | 120Hz Super Amoled Display | Additional Exchange Offers | Charger Included",B09T39K9YL,Electronics,Carregador,1199.94,20.0,3.9,25824.0,30987250.560000002
"Samsung Original 25W USB Travel Lightning Adapter For Cellular Phones, Black",B08VF8V79P,Electronics,Cabo,64.5,37.0,4.4,7462.0,481299.0
Realme Buds Classic Wired In Ear Earphones With Mic (Black),B08G28Z33M,Electronics,Fone,23.939999999999998,43.0,4.0,37817.0,905338.9799999999
"Noise Colorfit Pulse Grand Smart Watch With 1.69"" Hd Display, 60 Sports Modes, 150 Watch Faces, Spo2 Monitoring, Call Notification, Quick Replies To Text E Calls (Rose Pink)",B09PNKXSKF,Electronics,Outros,119.94,50.0,4.0,30254.0,3628664.76
"Boat Wave Call Smart Watch, Smart Talk With Advanced Dedicated Bluetooth Calling Chip, 1.69” Hd Display With 550 Nits E 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes, Hr, Spo2, Ip68(Mauve)",B0B5DDJNH4,Electronics,Outros,119.94,75.0,3.8,17831.0,2138650.14
"Boat Deuce USB 300 2 In 1 Type-C E Micro USB Stress Resistant, Tangle-Free, Sturdy Cable With 3A Fast Charging E 480Mbps Data Transmission, 10000+ Bends Lifespan And Extended 1.5M Length(Martian Red)",B08HDJ86NZ,Computers e Accessories,Cabo,19.74,53.0,4.2,94364.0,1862745.3599999999
"Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable With Charge E Sync Function For iPhone, Ipad (Grey)",B08CF3B7N1,Computers e Accessories,Cabo,9.24,61.0,4.2,16905.0,156202.2
"Iqoo Neo 6 5G (Dark Nova, 8Gb Ram, 128Gb Storage) | Snapdragon® 870 5G | 80W Flashcharge",B07WDKLDRX,Electronics,Outros,1739.9399999999998,17.0,4.4,20311.0,35339921.339999996
"Boat Xtend Smartwatch With Alexa Built-In, 1.69” Hd Display, Multiple Watch Faces, Stress Monitor, Heart E Spo2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 Atm E 7 Days Battery(Charcoal Black)",B09MQSCJQ1,Electronics,Outros,137.94,71.0,4.2,69622.0,9603658.68
"Tygot Bluetooth Extendable Selfie Sticks With Wireless Remote And Tripod Stand, 3-In-1 Multifunctional Selfie Stick With Tripod Stand Compatible With iPhone/Oneplus/Samsung/Oppo/Vivo And All Phones",B094YFFSMY,Electronics,Celular,23.939999999999998,80.0,4.0,3382.0,80965.07999999999
"Samsung Evo Plus 128Gb Microsdxc Uhs-I U3 130Mb/S Full Hd E 4K Uhd Memory Card With Adapter (Mb-Mc128Ka), Blue",B09MT84WV5,Electronics,Rede,68.94,71.0,4.3,140036.0,9654081.84
"Portronics Adapto 20 Type C 20W Fast Pd/Type C Adapter Charger With Fast Charging For iPhone 12/12 Pro/12 Mini/12 Pro Max/11/Xs/Xr/X/8/Plus, Ipad Pro/Air/Mini, Galaxy 10/9/8 (Adapter Only) White",B08VS3YLRK,Electronics,Celular,31.74,65.0,4.1,8599.0,272932.26
"Samsung Galaxy M13 5G (Aqua Green, 6Gb, 128Gb Storage) | 5000Mah Battery | Upto 12Gb Ram With Ram Plus",B0B4F3QNDM,Electronics,Outros,839.9399999999999,28.0,4.1,18998.0,15957180.12
Boat Bassheads 100 In Ear Wired Earphones With Mic(Furious Red),B07GQD4K6L,Electronics,Fone,22.74,62.0,4.1,363713.0,8270833.619999999
"Iqoo Z6 44W By Vivo (Lumina Blue, 4Gb Ram, 128Gb Storage) | 6.44"" Fhd+ Amoled Display | 50% Charge In Just 27 Mins | In-Display Fingerprint Scanning",B07WDKLRM4,Electronics,Outros,839.9399999999999,30.0,4.1,19252.0,16170524.879999999
"Fire-Boltt Gladiator 1.96"" Biggest Display Smart Watch With Bluetooth Calling, Voice Assistant E 123 Sports Modes, 8 Unique Ui Interactions, Spo2, 24/7 Heart Rate Tracking",B0BP18W8TM,Electronics,Outros,239.94,60.0,4.4,73.0,17515.62
"Ptron Solero Tb301 3A Type-C Data And Fast Charging Cable, Made In India, 480Mbps Data Sync, Strong And Durable 1.5-Meter Nylon Braided USB Cable For Type-C Devices For Charging Adapter (Black)",B08Y1TFSP6,Computers e Accessories,Cabo,8.94,85.0,3.9,24870.0,222337.8
"Striff Ps2_01 Multi Angle Mobile/Tablet Tabletop Stand. Phone Holder For iPhone, Android, Samsung, Oneplus, Xiaomi. Portable, Foldable Cell Phone Stand. Perfect For Bed, Office, Home E Desktop (Black)",B07GXHC691,Electronics,Celular,5.9399999999999995,80.0,4.3,42641.0,253287.53999999998
"Samsung Galaxy Buds Live Bluetooth Truly Wireless In Ear Earbuds With Mic, Upto 21 Hours Playtime, Mystic Black",B08FN6WGDQ,Electronics,Fone,287.4,70.0,4.0,4390.0,1261686.0
"Oneplus Nord 2T 5G (Jade Fog, 12Gb Ram, 256Gb Storage)",B0B3D39RKV,Electronics,Outros,2039.9399999999998,0.0,4.3,17415.0,35525555.099999994
Sounce Spiral Charger Cable Protector Data Cable Saver Charging Cord Protective Cable Cover Headphone Macbook Laptop Earphone Cell Phone Set Of 3 (Cable Protector (12 Units)),B085HY1DGR,Computers e Accessories,Cabo,5.9399999999999995,90.0,4.0,1396.0,8292.24
"Ptron Boom Ultima 4D Dual Driver, In-Ear Gaming Wired Headphones With In-Line Mic, Volume Control E Passive Noise Cancelling Boom 3 Earphones - (Dark Blue)",B08D75R3Z1,Electronics,Fone,17.939999999999998,84.0,3.6,18202.0,326543.87999999995
"Samsung Galaxy M13 (Aqua Green, 4Gb, 64Gb Storage) | 6000Mah Battery | Upto 8Gb Ram With Ram Plus",B0B4F2TTTS,Electronics,Outros,659.9399999999999,27.0,4.1,18998.0,12537540.12
"Oneplus 10R 5G (Forest Green, 8Gb Ram, 128Gb Storage, 80W Supervooc)",B09WRMNJ9G,Electronics,Outros,2099.94,10.0,4.2,11029.0,23160238.26
"Samsung Galaxy M33 5G (Emerald Brown, 6Gb, 128Gb Storage) | 6000Mah Battery | Upto 12Gb Ram With Ram Plus | Travel Adapter To Be Purchased Separately",B0B14MR9L1,Electronics,Rede,1019.9399999999999,32.0,4.1,22318.0,22763020.919999998
"Ambrane Mobile Holding Stand, 180° Perfect View, Height Adjustment, Wide Compatibility, Multipurpose, Anti-Skid Design (Twistand, Black)",B09ZPL5VYM,Electronics,Celular,11.94,60.0,4.1,1786.0,21324.84
"Ambrane 10000Mah Slim Power Bank, 20W Fast Charging, Dual Output, Type C Pd (Input E Output), Quick Charge, Li-Polymer, Multi-Layer Protection For iPhone, Anrdoid E Other Devices (Stylo 10K, Black)",B0993BB11X,Electronics,Celular,59.94,38.0,4.0,7222.0,432886.68
"Nokia 105 Single Sim, Keypad Mobile Phone With Wireless Fm Radio | Blue",B09V2PZDX8,Electronics,Celular,77.94,19.0,4.0,128311.0,10000559.34
"Ptron Tangent Lite Bluetooth 5.0 Earphones With Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-Fit In-Ear Headphones, Ipx4 Water Resistant, Fast Charge E Voice Assistant (Black)",B085W8CFLH,Electronics,Fone,35.94,67.0,3.5,83996.0,3018816.2399999998
"Samsung Evo Plus 64Gb Microsdxc Uhs-I U1 130Mb/S Full Hd E 4K Uhd Memory Card With Adapter (Mb-Mc64Ka), Blue",B09MT6XSFW,Electronics,Rede,35.94,68.0,4.3,140036.0,5032893.84
"Ambrane 20000Mah Power Bank With 20W Fast Charging, Triple Output, Power Delivery, Type C Input, Made In India, Multi-Layer Protection, Li-Polymer + Type C Cable (Stylo-20K, Black)",B07RD611Z8,Electronics,Cabo,107.94,28.0,4.1,18678.0,2016103.32
"Boat Micro USB 55 Tangle-Free, Sturdy Micro USB Cable With 3A Fast Charging E 480Mbps Data Transmission (Black)",B08WRWPM22,Computers e Accessories,Cabo,10.5978,65.0,4.1,15189.0,160969.98419999998
"Samsung Galaxy M13 (Midnight Blue, 4Gb, 64Gb Storage) | 6000Mah Battery | Upto 8Gb Ram With Ram Plus",B0B4F52B5X,Electronics,Outros,659.9399999999999,27.0,4.1,18998.0,12537540.12
"Boat Xtend Smartwatch With Alexa Built-In, 1.69” Hd Display, Multiple Watch Faces, Stress Monitor, Heart E Spo2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 Atm E 7 Days Battery(Pitch Black)",B096VF5YYF,Electronics,Outros,179.94,62.0,4.1,48449.0,8717913.06
"Boat Wave Call Smart Watch, Smart Talk With Advanced Dedicated Bluetooth Calling Chip, 1.69” Hd Display With 550 Nits E 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes, Hr, Spo2, Ip68(Deep Blue)",B0B5D39BCD,Electronics,Outros,119.94,75.0,3.8,17831.0,2138650.14
Mi USB Type-C Cable Smartphone (Black),B08DDRGWTJ,Computers e Accessories,Cabo,13.74,23.0,4.3,30411.0,417847.14
"Ambrane Unbreakable 60W / 3A Fast Charging 1.5M Braided Micro USB Cable For Smartphones, Tablets, Laptops E Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (Rcm15, Black)",B082LZGK39,Computers e Accessories,Cabo,11.94,33.0,4.0,43994.0,525288.36
Mi Xiaomi 22.5W Fast USB Type C Charger Combo For Tablets - White,B09XBJ1CTN,Electronics,Carregador,38.94,35.0,4.2,1315.0,51206.1
"Samsung Galaxy M13 5G (Aqua Green, 6Gb, 128Gb Storage) | 5000Mah Battery | Upto 12Gb Ram With Ram Plus",B0B4F5L738,Electronics,Outros,839.9399999999999,28.0,4.1,18998.0,15957180.12
"Gizga Essentials Spiral Cable Protector Cord Saver For Mac Charger, iPhone Charger, Wire Protector, Lightweight Durable Flexible Wire Winder For Charging Cables, Data Cables, Earphones, Pack Of 10",B08MTCKDYN,Electronics,Cabo,7.14,60.0,4.1,5999.0,42832.86
"Redmi Note 11 (Space Black, 4Gb Ram, 64Gb Storage)|90Hz Fhd+ Amoled Display | Qualcomm® Snapdragon™ 680-6Nm | 33W Charger Included",B09QS8V5N8,Electronics,Carregador,779.9399999999999,28.0,4.1,50772.0,39599113.68
Portronics Konnect L Por-1081 Fast Charging 3A Type-C Cable 1.2Meter With Charge E Sync Function For All Type-C Devices (Grey),B08CF3D7QR,Computers e Accessories,Cabo,9.24,55.0,4.3,13391.0,123732.84
"Redmi Note 11 Pro + 5G (Phantom White, 8Gb Ram, 128Gb Storage) | 67W Turbo Charge | 120Hz Super Amoled Display | Additional Exchange Offers | Charger Included",B09T2WRLJJ,Electronics,Carregador,1259.94,22.0,3.9,25824.0,32536690.560000002
"USB Charger, Oraimo Elite Dual Port 5V/2.4A Wall Charger, USB Wall Charger Adapter For iPhone 11/Xs/Xs Max/Xr/X/8/7/6/Plus, Ipad Pro/Air 2/Mini 3/Mini 4, Samsung S4/S5, And More",B089WB69Y1,Electronics,Celular,14.94,62.0,4.0,14404.0,215195.75999999998
Goldmedal Curve Plus 202042 Plastic Spice 3-Pin 240V Universal Travel Adaptor (White),B0116MIKKC,Electronics,Outros,5.9399999999999995,42.0,4.5,11339.0,67353.65999999999
"Wecool C1 Car Mobile Holder With One Click Technology,360° Rotational, Strong Suction Cup,Compatible With 4 To 6 Inch Devices, Wildshield And Dashboard Mobile Holder For Car, And Use",B09P858DK8,Electronics,Celular,29.34,76.0,4.0,3626.0,106386.84
Hp 32Gb Class 10 Microsd Memory Card (U1 Tf Card 32Gb),B07DJLFMPS,Electronics,Outros,22.14,77.0,4.0,32625.0,722317.5
"Iqoo Z6 44W By Vivo (Lumina Blue, 6Gb Ram, 128Gb Storage) | 6.44"" Fhd+ Amoled Display | 50% Charge In Just 27 Mins | In-Display Fingerprint Scanning",B07WHQWXL7,Electronics,Outros,929.9399999999999,26.0,4.1,19252.0,17903204.88
"Iqoo Z6 Lite 5G By Vivo (Mystic Night, 6Gb Ram, 128Gb Storage) | World'S First Snapdragon 4 Gen 1 | 120Hz Refresh Rate | 5000Mah Battery | Travel Adapter To Be Purchased Separately",B07WDK3ZS6,Electronics,Rede,929.9399999999999,18.0,4.1,19252.0,17903204.88
"Redmi Note 11 Pro + 5G (Stealth Black, 8Gb Ram, 256Gb Storage) | 67W Turbo Charge | 120Hz Super Amoled Display | Additional Exchange Offers | Charger Included",B09T2S8X9C,Electronics,Carregador,1379.94,21.0,3.9,25824.0,35635570.56
Boat Bassheads 242 In Ear Wired Earphones With Mic(Active Black),B07S9S86BF,Electronics,Fone,35.94,60.0,4.1,161679.0,5810743.26
Portronics Modesk Por-122 Universal Mobile Tabletop Holder (Black),B07N8RQ6W7,Electronics,Celular,8.04,81.0,4.1,16685.0,134147.4
"Realme Narzo 50I (Mint Green, 2Gb Ram+32Gb Storage) Octa Core Processor | 6.5"" Inch Large Display",B09FKDH6FS,Electronics,Outros,449.94,6.0,4.0,30907.0,13906295.58
Mi 10000Mah 3I Lithium Polymer Power Bank Dual Input(Micro-USB And Type C) And Output Ports 18W Fast Charging (Metallic Blue),B08HVJCW95,Electronics,Carregador,68.94,48.0,4.3,178912.0,12334193.28
"Nokia 105 Plus Single Sim, Keypad Mobile Phone With Wireless Fm Radio, Memory Card Slot And Mp3 Player | Red",B09YDFDVNS,Electronics,Celular,79.44,22.0,4.0,128311.0,10193025.84
"Iqoo Z6 44W By Vivo (Raven Black, 4Gb Ram, 128Gb Storage) | 6.44"" Fhd+ Amoled Display | 50% Charge In Just 27 Mins | In-Display Fingerprint Scanning",B07WGPKTS4,Electronics,Outros,839.9399999999999,30.0,4.1,19252.0,16170524.879999999
Boat Rugged V3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),B0789LZTCJ,Computers e Accessories,Cabo,17.939999999999998,63.0,4.2,94364.0,1692890.1599999997
"Ambrane 10000Mah Slim Power Bank, 20W Fast Charging, Dual Output, Type C Pd (Input E Output), Quick Charge, Li-Polymer, Multi-Layer Protection For iPhone, Anrdoid E Other Devices (Stylo 10K, Green)",B09MZCQYHZ,Electronics,Celular,59.94,38.0,4.0,7222.0,432886.68
"Samsung Galaxy M13 (Stardust Brown, 6Gb, 128Gb Storage) | 6000Mah Battery | Upto 12Gb Ram With Ram Plus",B0B4F2ZWL3,Electronics,Outros,779.9399999999999,28.0,4.1,18998.0,14817300.12
"Oppo A74 5G (Fluid Black, 6Gb Ram, 128Gb Storage) With No Cost Emi/Additional Exchange Offers",B08VB2CMR3,Electronics,Outros,929.4,26.0,4.2,32916.0,30592130.4
Spigen Ez Fit Tempered Glass Screen Protector Guard For iPhone 14/13/13 Pro - 2 Pack,B095RTJH1M,Electronics,Celular,59.94,66.0,4.6,26603.0,1594583.8199999998
"Noise Colorfit Pulse Smartwatch With 3.56 Cm (1.4"") Full Touch Hd Display, Spo2, Heart Rate, Sleep Monitors E 10-Day Battery - Jet Black",B097R25DP7,Electronics,Outros,95.94,68.0,4.0,67950.0,6519123.0
"Nokia 105 Plus Single Sim, Keypad Mobile Phone With Wireless Fm Radio, Memory Card Slot And Mp3 Player | Charcoal",B09YDFKJF8,Electronics,Celular,79.44,22.0,4.0,128311.0,10193025.84
"Iqoo Z6 Pro 5G By Vivo (Legion Sky, 8Gb Ram, 128Gb Storage) | Snapdragon 778G 5G | 66W Flashcharge | 1300 Nits Peak Brightness | Hdr10+",B07WDK3ZS2,Electronics,Outros,1259.94,30.0,4.3,9499.0,11968170.06
Mi 33W Soniccharge 2.0 USB Charger For Cellular Phones - White,B08RZ5K9YH,Electronics,Celular,59.94,50.0,4.3,1777.0,106513.37999999999
"Oppo A31 (Mystery Black, 6Gb Ram, 128Gb Storage) With No Cost Emi/Additional Exchange Offers",B08444S68L,Electronics,Outros,749.4,22.0,4.2,58506.0,43844396.4
